Genre_1,Genre_2,Genre_3,Shirt,Shoes,Sweater,Pants,Accessories
Acoustic,Experimental,Jazz,Formal Shirt,Formal Shoes,Casual Hoodie,Casual Jeans,Casual Hat
Other,Jazz,Vocal,Casual Tee,Generic Shoes,Formal Jacket,Casual Jeans,Generic Accessory
World Music,Jazz,Easy Listening,Casual Tee,Formal Shoes,Generic Sweater,Generic Pants,Formal Tie
Latin,Rock,Other,Casual Tee,Casual Sneakers,Casual Hoodie,Casual Jeans,Generic Accessory
Hip Hop/Rap,Easy Listening,Dance,Casual Tee,Casual Sneakers,Formal Jacket,Generic Pants,Formal Tie
Experimental,Rock,Ambient,Formal Shirt,Casual Sneakers,Formal Jacket,Generic Pants,Casual Hat
Electronic,Acoustic,Jazz,LED Jacket,Glowing Sneakers,Electronic Band Hoodie,LED Pants,LED Necklace
Dance,Experimental,Country,Casual Tee,Casual Sneakers,Formal Jacket,Formal Trousers,Formal Tie
Blues,Rock,Instrumental,Casual Tee,Casual Sneakers,Formal Jacket,Generic Pants,Formal Tie
Latin,Folk,Classical,Casual Tee,Casual Sneakers,Formal Jacket,Generic Pants,Generic Accessory
Ambient,Metal,Instrumental,Generic Shirt,Casual Sneakers,Casual Hoodie,Casual Jeans,Casual Hat
Dance,Pop,Metal,Casual Tee,Casual Sneakers,Generic Sweater,Generic Pants,Casual Hat
Jazz,Classical,Pop,Vintage Shirt,Suede Shoes,Casual Blazer,Chinos,Fedora Hat
Electronic,Classical,Latin,Futuristic Hoodie,Glowing Sneakers,Electronic Band Hoodie,Futuristic Trousers,Glowing Bracelet
Experimental,Ambient,Acoustic,Formal Shirt,Formal Shoes,Casual Hoodie,Formal Trousers,Casual Hat
Reggae,Electronic,Rock,Casual Tee,Formal Shoes,Generic Sweater,Casual Jeans,Formal Tie
Latin,Rock,Soul/R&B,Casual Tee,Casual Sneakers,Formal Jacket,Formal Trousers,Formal Tie
Pop,Latin,Electronic,Generic Shirt,Casual Sneakers,Casual Hoodie,Casual Jeans,Generic Accessory
Hip Hop/Rap,Blues,Rock,Casual Tee,Formal Shoes,Formal Jacket,Generic Pants,Formal Tie
Easy Listening,Vocal,Dance,Casual Tee,Generic Shoes,Formal Jacket,Casual Jeans,Casual Hat
Latin,Experimental,Reggae,Generic Shirt,Generic Shoes,Casual Hoodie,Formal Trousers,Casual Hat
Ambient,Blues,Classical,Generic Shirt,Generic Shoes,Casual Hoodie,Formal Trousers,Formal Tie
Hip Hop/Rap,Blues,Vocal,Generic Shirt,Formal Shoes,Casual Hoodie,Generic Pants,Generic Accessory
Soul/R&B,Vocal,Latin,Generic Shirt,Casual Sneakers,Formal Jacket,Generic Pants,Generic Accessory
Easy Listening,Metal,World Music,Casual Tee,Casual Sneakers,Casual Hoodie,Casual Jeans,Casual Hat
Classical,Jazz,Easy Listening,Formal Shirt,Elegant Loafers,Vest,Formal Trousers,Cufflinks
Vocal,Jazz,Blues,Formal Shirt,Casual Sneakers,Casual Hoodie,Casual Jeans,Formal Tie
Experimental,Acoustic,Classical,Generic Shirt,Casual Sneakers,Casual Hoodie,Formal Trousers,Generic Accessory
Other,Instrumental,Country,Casual Tee,Formal Shoes,Formal Jacket,Casual Jeans,Casual Hat
Blues,Electronic,Rock,Formal Shirt,Formal Shoes,Casual Hoodie,Generic Pants,Generic Accessory
Jazz,Vocal,Latin,Silk Shirt,Suede Shoes,Casual Blazer,Chinos,Pocket Square
Blues,Hip Hop/Rap,Rock,Generic Shirt,Formal Shoes,Formal Jacket,Generic Pants,Generic Accessory
Jazz,Acoustic,Metal,Silk Shirt,Suede Shoes,Jazz Club Hoodie,Slacks,Pocket Square
Blues,Latin,Vocal,Formal Shirt,Casual Sneakers,Formal Jacket,Formal Trousers,Generic Accessory
Acoustic,Rock,Blues,Generic Shirt,Formal Shoes,Casual Hoodie,Casual Jeans,Casual Hat
Dance,Hip Hop/Rap,Electronic,Generic Shirt,Formal Shoes,Casual Hoodie,Formal Trousers,Generic Accessory
Blues,Indie,Easy Listening,Casual Tee,Generic Shoes,Generic Sweater,Generic Pants,Generic Accessory
Reggae,Instrumental,Dance,Casual Tee,Formal Shoes,Casual Hoodie,Casual Jeans,Formal Tie
Instrumental,Vocal,Reggae,Generic Shirt,Casual Sneakers,Generic Sweater,Generic Pants,Formal Tie
Instrumental,Country,Indie,Casual Tee,Casual Sneakers,Formal Jacket,Formal Trousers,Formal Tie
Blues,Instrumental,Dance,Casual Tee,Generic Shoes,Casual Hoodie,Formal Trousers,Generic Accessory
Vocal,Ambient,Easy Listening,Generic Shirt,Casual Sneakers,Generic Sweater,Generic Pants,Formal Tie
Punk,Classical,Jazz,Casual Tee,Casual Sneakers,Casual Hoodie,Generic Pants,Formal Tie
Reggae,Folk,Vocal,Generic Shirt,Generic Shoes,Casual Hoodie,Formal Trousers,Generic Accessory
Reggae,Rock,Acoustic,Generic Shirt,Casual Sneakers,Casual Hoodie,Formal Trousers,Generic Accessory
Classical,Reggae,Vocal,Blazer,Classic Shoes,Vest,Formal Trousers,Silk Scarf
Ambient,Pop,Instrumental,Generic Shirt,Generic Shoes,Formal Jacket,Casual Jeans,Generic Accessory
Blues,Other,Experimental,Casual Tee,Formal Shoes,Formal Jacket,Generic Pants,Formal Tie
Acoustic,Punk,Electronic,Generic Shirt,Formal Shoes,Formal Jacket,Generic Pants,Formal Tie
Punk,Latin,Other,Generic Shirt,Generic Shoes,Generic Sweater,Casual Jeans,Generic Accessory
Metal,Indie,Easy Listening,Casual Tee,Formal Shoes,Casual Hoodie,Generic Pants,Formal Tie
Indie,Punk,Blues,Casual Tee,Formal Shoes,Generic Sweater,Formal Trousers,Casual Hat
Instrumental,Easy Listening,Other,Casual Tee,Generic Shoes,Formal Jacket,Casual Jeans,Casual Hat
Experimental,Instrumental,Vocal,Casual Tee,Casual Sneakers,Formal Jacket,Formal Trousers,Casual Hat
Latin,Pop,Electronic,Casual Tee,Generic Shoes,Casual Hoodie,Casual Jeans,Generic Accessory
Folk,Dance,Indie,Casual Tee,Generic Shoes,Generic Sweater,Casual Jeans,Casual Hat
Pop,Country,Punk,Casual Tee,Formal Shoes,Casual Hoodie,Generic Pants,Casual Hat
Electronic,Experimental,Rock,LED Jacket,Light-up Shoes,Futuristic Sweater,LED Pants,Glowing Bracelet
Ambient,Easy Listening,Pop,Formal Shirt,Generic Shoes,Generic Sweater,Formal Trousers,Generic Accessory
Indie,Vocal,Blues,Casual Tee,Casual Sneakers,Generic Sweater,Formal Trousers,Generic Accessory
Classical,Indie,Vocal,Blazer,Classic Shoes,Formal Jacket,Tailored Pants,Cufflinks
Country,Reggae,Acoustic,Denim Vest,Cowboy Boots,Country Cardigan,Denim Overalls,Cowboy Hat
Metal,Instrumental,World Music,Casual Tee,Casual Sneakers,Formal Jacket,Formal Trousers,Casual Hat
Easy Listening,Vocal,Dance,Casual Tee,Generic Shoes,Generic Sweater,Formal Trousers,Formal Tie
Latin,Acoustic,World Music,Generic Shirt,Casual Sneakers,Formal Jacket,Casual Jeans,Generic Accessory
Metal,Soul/R&B,Dance,Casual Tee,Generic Shoes,Formal Jacket,Formal Trousers,Casual Hat
Hip Hop/Rap,Instrumental,Punk,Casual Tee,Generic Shoes,Generic Sweater,Casual Jeans,Formal Tie
Folk,Rock,World Music,Generic Shirt,Formal Shoes,Formal Jacket,Generic Pants,Formal Tie
Reggae,Rock,Blues,Casual Tee,Generic Shoes,Formal Jacket,Casual Jeans,Generic Accessory
Other,Latin,Indie,Casual Tee,Generic Shoes,Casual Hoodie,Formal Trousers,Casual Hat
Vocal,Other,Folk,Casual Tee,Casual Sneakers,Casual Hoodie,Casual Jeans,Casual Hat
Indie,Electronic,Experimental,Casual Tee,Formal Shoes,Casual Hoodie,Generic Pants,Casual Hat
Instrumental,Jazz,Easy Listening,Formal Shirt,Formal Shoes,Formal Jacket,Formal Trousers,Formal Tie
Soul/R&B,Indie,Reggae,Generic Shirt,Generic Shoes,Casual Hoodie,Formal Trousers,Casual Hat
Ambient,Jazz,Instrumental,Generic Shirt,Casual Sneakers,Casual Hoodie,Formal Trousers,Generic Accessory
Acoustic,Rock,Reggae,Formal Shirt,Formal Shoes,Casual Hoodie,Formal Trousers,Formal Tie
Punk,Dance,Latin,Formal Shirt,Formal Shoes,Formal Jacket,Casual Jeans,Casual Hat
Reggae,Folk,Metal,Generic Shirt,Casual Sneakers,Casual Hoodie,Casual Jeans,Casual Hat
Latin,Hip Hop/Rap,Metal,Casual Tee,Formal Shoes,Casual Hoodie,Generic Pants,Generic Accessory
Acoustic,Vocal,Other,Formal Shirt,Generic Shoes,Casual Hoodie,Formal Trousers,Formal Tie
Pop,Country,Vocal,Casual Tee,Formal Shoes,Formal Jacket,Casual Jeans,Casual Hat
Punk,Soul/R&B,Jazz,Casual Tee,Formal Shoes,Casual Hoodie,Generic Pants,Generic Accessory
World Music,Reggae,Metal,Generic Shirt,Formal Shoes,Casual Hoodie,Casual Jeans,Casual Hat
Reggae,Classical,Dance,Formal Shirt,Casual Sneakers,Formal Jacket,Formal Trousers,Casual Hat
Metal,Jazz,Ambient,Formal Shirt,Casual Sneakers,Generic Sweater,Generic Pants,Generic Accessory
Instrumental,Metal,Reggae,Casual Tee,Generic Shoes,Casual Hoodie,Casual Jeans,Casual Hat
Ambient,Other,Classical,Casual Tee,Casual Sneakers,Formal Jacket,Formal Trousers,Casual Hat
Acoustic,World Music,Vocal,Formal Shirt,Formal Shoes,Casual Hoodie,Casual Jeans,Casual Hat
Hip Hop/Rap,Soul/R&B,Ambient,Casual Tee,Generic Shoes,Formal Jacket,Formal Trousers,Formal Tie
Instrumental,Hip Hop/Rap,Country,Formal Shirt,Casual Sneakers,Generic Sweater,Casual Jeans,Casual Hat
Country,Easy Listening,Reggae,Denim Vest,Rustic Loafers,Knit Sweater,Denim Overalls,Cowboy Hat
Folk,Acoustic,Soul/R&B,Generic Shirt,Generic Shoes,Formal Jacket,Casual Jeans,Casual Hat
Rock,Dance,Folk,Studded Vest,Leather Boots,Rock Band Hoodie,Leather Pants,Choker
Vocal,Reggae,Classical,Generic Shirt,Generic Shoes,Generic Sweater,Formal Trousers,Generic Accessory
Rock,Instrumental,Pop,Band Tee,Leather Boots,Denim Jacket,Leather Pants,Choker
Blues,Punk,Hip Hop/Rap,Casual Tee,Formal Shoes,Formal Jacket,Formal Trousers,Casual Hat
World Music,Country,Metal,Generic Shirt,Formal Shoes,Generic Sweater,Generic Pants,Casual Hat
Classical,Other,Jazz,Blazer,Classic Shoes,Formal Jacket,Formal Trousers,Silk Scarf
Rock,Indie,Reggae,Studded Vest,Leather Boots,Rock Band Hoodie,Ripped Jeans,Leather Bracelet
Experimental,Soul/R&B,Reggae,Formal Shirt,Formal Shoes,Formal Jacket,Generic Pants,Casual Hat
Easy Listening,World Music,Jazz,Formal Shirt,Generic Shoes,Generic Sweater,Generic Pants,Casual Hat
Dance,Other,Soul/R&B,Generic Shirt,Generic Shoes,Casual Hoodie,Formal Trousers,Formal Tie
Acoustic,Rock,Experimental,Casual Tee,Formal Shoes,Generic Sweater,Generic Pants,Casual Hat
Classical,Other,Experimental,Blazer,Classic Shoes,Vest,Formal Trousers,Cufflinks
Metal,World Music,Folk,Formal Shirt,Casual Sneakers,Generic Sweater,Casual Jeans,Generic Accessory
Reggae,Metal,Indie,Generic Shirt,Casual Sneakers,Generic Sweater,Casual Jeans,Formal Tie
Electronic,Other,Instrumental,Futuristic Hoodie,Glowing Sneakers,Futuristic Sweater,Futuristic Trousers,LED Necklace
Country,Other,Rock,Denim Vest,Rustic Loafers,Country Cardigan,Bootcut Jeans,Bolo Tie
Dance,Punk,Instrumental,Formal Shirt,Generic Shoes,Formal Jacket,Generic Pants,Casual Hat
Jazz,Country,Metal,Vintage Shirt,Suede Shoes,Casual Blazer,Chinos,Pocket Square
Pop,Hip Hop/Rap,Classical,Casual Tee,Casual Sneakers,Generic Sweater,Casual Jeans,Generic Accessory
Metal,Soul/R&B,Folk,Formal Shirt,Formal Shoes,Formal Jacket,Casual Jeans,Generic Accessory
Reggae,Experimental,Soul/R&B,Generic Shirt,Formal Shoes,Formal Jacket,Generic Pants,Formal Tie
Soul/R&B,Electronic,Vocal,Formal Shirt,Formal Shoes,Formal Jacket,Generic Pants,Generic Accessory
Indie,World Music,Pop,Generic Shirt,Casual Sneakers,Formal Jacket,Casual Jeans,Formal Tie
Folk,Vocal,Soul/R&B,Casual Tee,Casual Sneakers,Generic Sweater,Formal Trousers,Casual Hat
Electronic,Ambient,Hip Hop/Rap,Neon Tee,Glowing Sneakers,Electronic Band Hoodie,Futuristic Trousers,LED Necklace
Metal,Acoustic,Ambient,Casual Tee,Formal Shoes,Casual Hoodie,Casual Jeans,Generic Accessory
Soul/R&B,Pop,Blues,Generic Shirt,Formal Shoes,Casual Hoodie,Formal Trousers,Formal Tie
Acoustic,Indie,Country,Casual Tee,Formal Shoes,Casual Hoodie,Formal Trousers,Casual Hat
Experimental,Classical,Jazz,Formal Shirt,Generic Shoes,Casual Hoodie,Formal Trousers,Casual Hat
Soul/R&B,Acoustic,World Music,Casual Tee,Generic Shoes,Casual Hoodie,Casual Jeans,Casual Hat
Latin,Rock,Experimental,Generic Shirt,Formal Shoes,Formal Jacket,Casual Jeans,Formal Tie
Instrumental,Folk,Other,Casual Tee,Generic Shoes,Formal Jacket,Formal Trousers,Generic Accessory
Hip Hop/Rap,Electronic,Soul/R&B,Formal Shirt,Casual Sneakers,Generic Sweater,Generic Pants,Casual Hat
Other,Experimental,Pop,Formal Shirt,Generic Shoes,Formal Jacket,Generic Pants,Generic Accessory
Other,Instrumental,Vocal,Generic Shirt,Formal Shoes,Generic Sweater,Casual Jeans,Formal Tie
Blues,Punk,Vocal,Generic Shirt,Generic Shoes,Casual Hoodie,Casual Jeans,Casual Hat
Vocal,Blues,Metal,Generic Shirt,Casual Sneakers,Generic Sweater,Casual Jeans,Formal Tie
Indie,Ambient,Reggae,Generic Shirt,Formal Shoes,Generic Sweater,Formal Trousers,Generic Accessory
Other,Metal,Punk,Formal Shirt,Generic Shoes,Casual Hoodie,Formal Trousers,Formal Tie
Dance,Blues,Easy Listening,Formal Shirt,Casual Sneakers,Formal Jacket,Formal Trousers,Generic Accessory
Reggae,Jazz,Pop,Generic Shirt,Casual Sneakers,Generic Sweater,Generic Pants,Generic Accessory
Indie,Easy Listening,Folk,Casual Tee,Casual Sneakers,Casual Hoodie,Formal Trousers,Casual Hat
Rock,Classical,Metal,Leather Jacket,Leather Boots,Rock Band Hoodie,Ripped Jeans,Leather Bracelet
Electronic,Experimental,Classical,LED Jacket,Glowing Sneakers,Futuristic Sweater,Futuristic Trousers,LED Necklace
Indie,Jazz,Metal,Formal Shirt,Casual Sneakers,Formal Jacket,Formal Trousers,Generic Accessory
Indie,Latin,Pop,Formal Shirt,Generic Shoes,Casual Hoodie,Generic Pants,Formal Tie
Jazz,Experimental,Easy Listening,Vintage Shirt,Suede Shoes,Jazz Club Hoodie,Slacks,Pocket Square
Easy Listening,World Music,Acoustic,Casual Tee,Casual Sneakers,Generic Sweater,Formal Trousers,Generic Accessory
Acoustic,Electronic,Rock,Generic Shirt,Formal Shoes,Generic Sweater,Generic Pants,Formal Tie
Other,Metal,Hip Hop/Rap,Casual Tee,Generic Shoes,Generic Sweater,Formal Trousers,Generic Accessory
Soul/R&B,Punk,Blues,Generic Shirt,Formal Shoes,Generic Sweater,Formal Trousers,Formal Tie
Dance,Blues,Punk,Formal Shirt,Casual Sneakers,Casual Hoodie,Generic Pants,Generic Accessory
Indie,Reggae,Jazz,Casual Tee,Generic Shoes,Generic Sweater,Casual Jeans,Generic Accessory
Punk,Latin,Experimental,Generic Shirt,Casual Sneakers,Formal Jacket,Generic Pants,Casual Hat
Punk,Experimental,Electronic,Formal Shirt,Casual Sneakers,Generic Sweater,Generic Pants,Generic Accessory
Pop,Jazz,Folk,Casual Tee,Casual Sneakers,Formal Jacket,Formal Trousers,Casual Hat
Metal,Blues,World Music,Formal Shirt,Casual Sneakers,Casual Hoodie,Generic Pants,Generic Accessory
Metal,Acoustic,Reggae,Formal Shirt,Formal Shoes,Casual Hoodie,Generic Pants,Generic Accessory
Rock,Country,Pop,Band Tee,Studded Sneakers,Rock Band Hoodie,Leather Pants,Leather Bracelet
Hip Hop/Rap,Soul/R&B,Acoustic,Generic Shirt,Generic Shoes,Generic Sweater,Generic Pants,Casual Hat
Punk,Hip Hop/Rap,Jazz,Formal Shirt,Casual Sneakers,Generic Sweater,Casual Jeans,Generic Accessory
Metal,Instrumental,Easy Listening,Generic Shirt,Formal Shoes,Generic Sweater,Casual Jeans,Casual Hat
Acoustic,Country,Folk,Formal Shirt,Generic Shoes,Formal Jacket,Formal Trousers,Casual Hat
Reggae,Hip Hop/Rap,Acoustic,Formal Shirt,Generic Shoes,Generic Sweater,Generic Pants,Generic Accessory
Punk,Folk,Easy Listening,Formal Shirt,Formal Shoes,Casual Hoodie,Formal Trousers,Formal Tie
Punk,Other,Jazz,Generic Shirt,Formal Shoes,Formal Jacket,Casual Jeans,Formal Tie
Experimental,Hip Hop/Rap,Instrumental,Casual Tee,Formal Shoes,Casual Hoodie,Generic Pants,Formal Tie
Country,Experimental,Electronic,Plaid Shirt,Cowboy Boots,Knit Sweater,Bootcut Jeans,Bolo Tie
Folk,Experimental,Pop,Casual Tee,Generic Shoes,Casual Hoodie,Generic Pants,Generic Accessory
Latin,Folk,Indie,Generic Shirt,Generic Shoes,Generic Sweater,Formal Trousers,Casual Hat
Ambient,Blues,Metal,Generic Shirt,Formal Shoes,Casual Hoodie,Generic Pants,Formal Tie
Punk,World Music,Instrumental,Formal Shirt,Formal Shoes,Generic Sweater,Formal Trousers,Casual Hat
Other,Rock,Metal,Casual Tee,Casual Sneakers,Generic Sweater,Casual Jeans,Generic Accessory
Jazz,Hip Hop/Rap,Reggae,Silk Shirt,Classic Loafers,Casual Blazer,Chinos,Pocket Square
Jazz,Dance,Easy Listening,Silk Shirt,Classic Loafers,Casual Blazer,Slacks,Pocket Square
Easy Listening,Acoustic,Experimental,Generic Shirt,Casual Sneakers,Generic Sweater,Formal Trousers,Generic Accessory
Other,Ambient,Acoustic,Casual Tee,Formal Shoes,Formal Jacket,Generic Pants,Generic Accessory
Country,Soul/R&B,Metal,Plaid Shirt,Cowboy Boots,Knit Sweater,Denim Overalls,Bolo Tie
Hip Hop/Rap,Rock,Folk,Formal Shirt,Generic Shoes,Casual Hoodie,Casual Jeans,Generic Accessory
Rock,Reggae,Easy Listening,Studded Vest,Studded Sneakers,Rock Band Hoodie,Leather Pants,Leather Bracelet
Punk,Folk,Country,Formal Shirt,Generic Shoes,Generic Sweater,Casual Jeans,Casual Hat
Dance,Folk,Acoustic,Formal Shirt,Casual Sneakers,Generic Sweater,Formal Trousers,Generic Accessory
Experimental,Hip Hop/Rap,Punk,Generic Shirt,Casual Sneakers,Casual Hoodie,Generic Pants,Formal Tie
Rock,Country,Vocal,Leather Jacket,Leather Boots,Denim Jacket,Ripped Jeans,Leather Bracelet
Other,Latin,Easy Listening,Casual Tee,Casual Sneakers,Casual Hoodie,Formal Trousers,Formal Tie
Blues,Experimental,Reggae,Casual Tee,Formal Shoes,Casual Hoodie,Formal Trousers,Formal Tie
Soul/R&B,Experimental,Classical,Generic Shirt,Formal Shoes,Casual Hoodie,Generic Pants,Casual Hat
Acoustic,Dance,Soul/R&B,Casual Tee,Casual Sneakers,Generic Sweater,Casual Jeans,Casual Hat
Electronic,Classical,Experimental,LED Jacket,Glowing Sneakers,Futuristic Sweater,LED Pants,LED Necklace
Acoustic,World Music,Punk,Generic Shirt,Generic Shoes,Casual Hoodie,Casual Jeans,Formal Tie
Indie,Ambient,Reggae,Casual Tee,Casual Sneakers,Casual Hoodie,Generic Pants,Generic Accessory
Pop,World Music,Dance,Casual Tee,Formal Shoes,Generic Sweater,Formal Trousers,Casual Hat
Electronic,Country,Reggae,LED Jacket,Light-up Shoes,Futuristic Sweater,Futuristic Trousers,LED Necklace
Blues,Reggae,Soul/R&B,Generic Shirt,Casual Sneakers,Formal Jacket,Formal Trousers,Generic Accessory
Jazz,Rock,Indie,Silk Shirt,Suede Shoes,Jazz Club Hoodie,Chinos,Pocket Square
Dance,Punk,Pop,Casual Tee,Formal Shoes,Formal Jacket,Generic Pants,Generic Accessory
World Music,Latin,Soul/R&B,Generic Shirt,Generic Shoes,Formal Jacket,Generic Pants,Formal Tie
Indie,Other,Rock,Formal Shirt,Generic Shoes,Casual Hoodie,Formal Trousers,Formal Tie
Other,Experimental,Ambient,Casual Tee,Generic Shoes,Formal Jacket,Formal Trousers,Formal Tie
Soul/R&B,Indie,Ambient,Casual Tee,Casual Sneakers,Casual Hoodie,Formal Trousers,Generic Accessory
Jazz,Metal,Latin,Silk Shirt,Classic Loafers,Casual Blazer,Slacks,Pocket Square
Jazz,Blues,Indie,Silk Shirt,Classic Loafers,Casual Blazer,Slacks,Pocket Square
Ambient,Vocal,Classical,Formal Shirt,Casual Sneakers,Casual Hoodie,Formal Trousers,Formal Tie
Acoustic,Reggae,Experimental,Formal Shirt,Generic Shoes,Casual Hoodie,Casual Jeans,Casual Hat
Pop,Dance,Folk,Casual Tee,Formal Shoes,Casual Hoodie,Generic Pants,Formal Tie
Punk,Blues,Instrumental,Formal Shirt,Formal Shoes,Formal Jacket,Formal Trousers,Casual Hat
Jazz,Metal,Blues,Vintage Shirt,Classic Loafers,Jazz Club Hoodie,Slacks,Pocket Square
Metal,Easy Listening,Rock,Casual Tee,Casual Sneakers,Formal Jacket,Casual Jeans,Generic Accessory
Acoustic,Blues,Other,Generic Shirt,Casual Sneakers,Formal Jacket,Generic Pants,Formal Tie
Experimental,Folk,Classical,Formal Shirt,Generic Shoes,Generic Sweater,Casual Jeans,Formal Tie
Ambient,World Music,Metal,Casual Tee,Generic Shoes,Formal Jacket,Generic Pants,Formal Tie
Dance,Punk,Instrumental,Casual Tee,Generic Shoes,Formal Jacket,Formal Trousers,Casual Hat
Folk,Country,Instrumental,Casual Tee,Casual Sneakers,Generic Sweater,Formal Trousers,Casual Hat
Classical,Ambient,Metal,Formal Shirt,Classic Shoes,Formal Jacket,Formal Trousers,Silk Scarf
Blues,Soul/R&B,Other,Formal Shirt,Casual Sneakers,Generic Sweater,Casual Jeans,Generic Accessory
Vocal,Soul/R&B,Blues,Casual Tee,Generic Shoes,Casual Hoodie,Generic Pants,Generic Accessory
Rock,Blues,Pop,Studded Vest,Studded Sneakers,Denim Jacket,Ripped Jeans,Choker
Jazz,Classical,Instrumental,Vintage Shirt,Classic Loafers,Casual Blazer,Slacks,Pocket Square
Hip Hop/Rap,Pop,Vocal,Casual Tee,Casual Sneakers,Formal Jacket,Casual Jeans,Casual Hat
Experimental,Soul/R&B,Hip Hop/Rap,Generic Shirt,Generic Shoes,Generic Sweater,Generic Pants,Casual Hat
Punk,Jazz,Easy Listening,Formal Shirt,Casual Sneakers,Generic Sweater,Casual Jeans,Formal Tie
Vocal,Electronic,Latin,Generic Shirt,Casual Sneakers,Generic Sweater,Formal Trousers,Generic Accessory
Reggae,Folk,Soul/R&B,Casual Tee,Generic Shoes,Casual Hoodie,Formal Trousers,Generic Accessory
Acoustic,Reggae,Jazz,Casual Tee,Formal Shoes,Casual Hoodie,Generic Pants,Casual Hat
Easy Listening,Rock,Folk,Generic Shirt,Generic Shoes,Formal Jacket,Casual Jeans,Casual Hat
Hip Hop/Rap,World Music,Rock,Formal Shirt,Casual Sneakers,Generic Sweater,Casual Jeans,Formal Tie
Instrumental,Acoustic,Ambient,Formal Shirt,Formal Shoes,Formal Jacket,Generic Pants,Generic Accessory
Dance,Classical,Jazz,Generic Shirt,Formal Shoes,Formal Jacket,Generic Pants,Casual Hat
Indie,Electronic,Instrumental,Formal Shirt,Formal Shoes,Generic Sweater,Formal Trousers,Casual Hat
Acoustic,Folk,Pop,Generic Shirt,Formal Shoes,Generic Sweater,Casual Jeans,Formal Tie
Ambient,Acoustic,Electronic,Formal Shirt,Generic Shoes,Formal Jacket,Formal Trousers,Formal Tie
